,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
73,0.9880164832113572,-0.0028495472457007,-2.9191707440136607,4.30187828350929,2.9434493344380286,1.0000189394585868,(0.014170817200295664+0.9998996187075584j),(0.014170817200295664-0.9998996187075584j),(0.9938643252646187+0j),(0.9999796731282733+0.008304145306703046j),(0.9999796731282733-0.008304145306703046j),(1.0061458219890411+0j)
74,0.9880164901641966,-0.0028493507608016,-2.919270744059155,4.301878293530512,2.943449334090433,1.0000101102774874,(0.014170230309010334+0.9998995983482734j),(0.014170230309010334-0.9998995983482734j),(0.9959162989440973+0j),(0.9997779609233913+0.006257364209190697j),(0.9997779609233913-0.006257364209190697j),(1.004506848783632+0j)
75,0.9880164971143254,-0.002849154296131,-2.9193707440946035,4.301878303673473,2.9434493337582737,1.0000566556928936,(0.014174022328083048+0.9998995285025799j),(0.014174022328083048-0.9998995285025799j),(0.9893919977787777+0.006247559909301084j),(0.9893919977787777-0.006247559909301084j),(1.0106815955046993+0.006315235745284675j),(1.0106815955046993-0.006315235745284675j)
76,0.9880165040617408,-0.0028489578516859,-2.919470744120574,4.30187831395301,2.943449333440176,1.0000286330207435,(0.01416989815302684+0.9998996702065043j),(0.01416989815302684-0.9998996702065043j),(0.9924437943872455+0.005977110496023954j),(0.9924437943872455-0.005977110496023954j),(1.0075768994820309+0.006223580665683811j),(1.0075768994820309-0.006223580665683811j)
77,0.9880165110064272,-0.0028487614274648,-2.919570744137733,4.301878324431854,2.94344933313058,1.00001343829633,(0.014167594958353635+0.9998996191316709j),(0.014167594958353635-0.9998996191316709j),(0.9948158879760887+0.005138143209842665j),(0.9948158879760887-0.005138143209842665j),(1.0051821145773006+0.00560069058720429j),(1.0051821145773006-0.00560069058720429j)
78,0.9880165179484056,-0.0028485650234607,-2.919670744146573,4.301878335033592,2.943449332836132,1.0000473326009915,(0.014169686149402887+0.9998996178056195j),(0.014169686149402887-0.9998996178056195j),(0.9902968017870444+0.006447290698731887j),(0.9902968017870444-0.006447290698731887j),(1.0097546051078095+0.006732941209754604j),(1.0097546051078095-0.006732941209754604j)
79,0.9880165248876648,-0.0028483686396718,-2.919770744147543,4.301878345799009,2.9434493325534223,1.0000383952607907,(0.014167737262247663+0.9998996479747282j),(0.014167737262247663-0.9998996479747282j),(0.9912542606270767+0.006484968755232487j),(0.9912542606270767-0.006484968755232487j),(1.0087790549669031+0.006729311897819184j),(1.0087790549669031-0.006729311897819184j)
80,0.988016531824207,-0.0028481722760942,-2.91987074414117,4.301878356727242,2.9434493322823503,1.0000434151632014,(0.014167370325186137+0.999899643731717j),(0.014167370325186137-0.999899643731717j),(0.9907022371457574+0.006725240320846116j),(0.9907022371457574-0.006725240320846116j),(1.009338952384165+0.006790679346136555j),(1.009338952384165-0.006790679346136555j)
81,0.9880165387580284,-0.0028479759327251,-2.9199707441278084,4.301878367833781,2.9434493320215864,1.000023521411074,(0.014164320848137308+0.9998996404305244j),(0.014164320848137308-0.9998996404305244j),(0.9931444145736505+0.006348322540632549j),(0.9931444145736505-0.006348322540632549j),(1.0068611252574047+0.006446944167505637j),(1.0068611252574047-0.006446944167505637j)
82,0.9880165456891472,-0.002847779609558,-2.920070744107873,4.3018783790500565,2.943449331777316,1.0000676042865473,(0.014168013482114048+0.9998996572145782j),(0.014168013482114048-0.9998996572145782j),(0.9884164218961697+0.006777609156876977j),(0.9884164218961697-0.006777609156876977j),(1.0116718048521522+0.00695665750359102j),(1.0116718048521522-0.00695665750359102j)
