Index,Initial x,Initial y,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
205,-0.4880276885545193,0.8785098270192825,1.5401809361225731,0.846283697595697,0.6518290089311327,6.31071518037287,1.8604632884038228,1.0024005931423008,(0.956287005708537+0.2924297568904916j),(0.956287005708537-0.2924297568904916j),(0.9330684279371356+0j),(1.0717327583417136+0j),(1.0000000000004254+8.90149891936126e-08j),(1.0000000000004254-8.90149891936126e-08j)
206,-0.4987761084709756,0.8725363928477026,1.5313698473879025,0.8660661982721513,0.6496365427503515,6.310725732964558,1.8296512629875061,1.0023908564239732,(0.9575170094464067+0.2883767962633518j),(0.9575170094464067-0.2883767962633518j),(0.9331996066709403+0j),(1.071582106170813+0j),(1.000000000000345+1.4758548338955388e-07j),(1.000000000000345-1.4758548338955388e-07j)
207,-0.5094444789507117,0.8664346477096847,1.522273626635171,0.8857275706103124,0.6474816049588565,6.3107360267158565,1.798211921168684,1.0023813346937558,(0.9587193859827357+0.284353897358115j),(0.9587193859827357-0.284353897358115j),(0.9333281657408737+0j),(1.0714345036407458+0j),(1.0000000000004454+6.770077838266568e-08j),(1.0000000000004454-6.770077838266568e-08j)
208,-0.5200314068149352,0.8602056808646568,1.5128951575364034,0.9052640897404036,0.6453636713260639,6.310746068904546,1.7661674091410493,1.00237202292727,(0.9598948068271791+0.28036041059307093j),(0.9598948068271791-0.28036041059307093j),(0.9334541562502763+0j),(1.0712898895986134+0j),(1.000000000000463+1.256519694897183e-07j),(1.000000000000463-1.256519694897183e-07j)
209,-0.5305355128178013,0.8538505934048862,1.5032373263698469,0.9246720904743366,0.6432822292464394,6.3107558665245485,1.7335402217905869,1.0023629162641166,(0.9610439202867227+0.2763957005486987j),(0.9610439202867227-0.2763957005486987j),(0.9335776278551526+0j),(1.071148204667324+0j),(1.0000000000004068+1.2899134128019674e-07j),(1.0000000000004068-1.2899134128019674e-07j)
210,-0.5409554315971413,0.8473704981687964,1.4933030227112556,0.9439479659089716,0.6412367775693778,6.3107654262949895,1.7003531852171552,1.0023540100025046,(0.96216735235338+0.27245914568444607j),(0.96216735235338-0.27245914568444607j),(0.9336986287997091+0j),(1.071009391199593+0j),(1.0000000000004454+1.2986223742347819e-07j),(1.0000000000004454-1.2986223742347819e-07j)
211,-0.5512898116364794,0.840766519657751,1.4830951401162145,0.9630881661289428,0.6392268263911671,6.310774754675044,1.6666294393780219,1.0023452995934798,(0.9632657076002861+0.2685501378949044j),(0.9632657076002861-0.2685501378949044j),(0.9338172059592409+0j),(1.0708733932218737+0j),(1.0000000000004121+1.337442415940477e-07j),(1.0000000000004121-1.337442415940477e-07j)
212,-0.5615373152392703,0.834039793952708,1.4726165767522967,0.9820891969868216,0.6372518968609981,6.310783857875336,1.6323924208107743,1.0023367806353485,(0.9643395700237962+0.2646680821106271j),(0.9643395700237962-0.2646680821106271j),(0.9339334048821402+0j),(1.0707401563828005+0j),(1.0000000000004243+1.3364242274587937e-07j),(1.0000000000004243-1.3364242274587937e-07j)
213,-0.5716966185137023,0.8271914686314527,1.4618702359971685,1.0009476189614102,0.6353115209839953,6.310792741869168,1.5976658454429817,1.002328448868426,(0.9653895038471163+0.2608123959159309j),(0.9653895038471163-0.2608123959159309j),(0.9340472698292168+0j),(1.0706096279019375+0j),(1.000000000000496+1.0906511214106553e-07j),(1.000000000000496-1.0906511214106553e-07j)
214,-0.5817664113671839,0.8202227026860374,1.4508590270034412,1.019660046089402,0.633405241422256,6.310801412403234,1.5624736914836108,1.0023203001701888,(0.9664160542757587+0.25698250920998694j),(0.9664160542757587-0.25698250920998694j),(0.9341588438091528+0j),(1.0704817565254767+0j),(1.0000000000004943+1.0824336335323565e-07j),(1.0000000000004943-1.0824336335323565e-07j)
215,-0.5917453975098952,0.8131346664398681,1.4395858652276448,1.0382231449641337,0.6315326112995909,6.310809875007543,1.5268401823897828,1.00231233055005,(0.9674197482422615+0.25317786378869644j),(0.9674197482422615-0.25317786378869644j),(0.9342681686206609+0j),(1.0703564924736566+0j),(1.0000000000005431+1.1429593737553038e-07j),(1.0000000000005431-1.1429593737553038e-07j)
216,-0.601632294466411,0.8059285414645059,1.4280536729291853,1.0566336337995474,0.6296931940042864,6.310818135005023,1.4907897699094943,1.002304536144974,(0.968401095095766+0.24939791302035516j),(0.968401095095766-0.24939791302035516j),(0.9343752848846257+0j),(1.0702337873994978+0j),(1.0000000000005909+1.1111672825474694e-07j),(1.0000000000005909-1.1111672825474694e-07j)
217,-0.6114258335948585,0.798605520495673,1.4162653796368154,1.0748882815537053,0.6278865629951295,6.310826197520391,1.4543471171956908,1.0022969132149062,(0.9693605872622592+0.2456421215183774j),(0.9693605872622592-0.2456421215183774j),(0.9344802320801798+0j),(1.070113594343855+0j),(1.0000000000005698+1.1666533954558245e-07j),(1.0000000000005698-1.1666533954558245e-07j)
218,-0.6211247601128107,0.7911668073486599,1.4042239225881854,1.0929839071106584,0.6261123016050703,6.310834067489225,1.417537081992725,1.0022894581387582,(0.9702987008789963+0.24190996481042848j),(0.9702987008789963-0.24190996481042848j),(0.9345830485744817+0j),(1.0699958676968726+0j),(1.0000000000005322+1.6487905121513695e-07j),(1.0000000000005322-1.6487905121513695e-07j)
219,-0.6307278331296863,0.7836136168320476,1.391932247132847,1.1109173785111823,0.6243700028575583,6.310841749665088,1.3803846998890426,1.0022821674094955,(0.9712158964214255+0.23820092892373704j),(0.9712158964214255-0.23820092892373704j),(0.9346837716661343+0j),(1.069880563146723+0j),(1.000000000000521+1.649220592089878e-07j),(1.000000000000521-1.649220592089878e-07j)
220,-0.6402338256843959,0.7759471746612128,1.379393307119848,1.1286856122407496,0.6226592692680367,6.3108492486285295,1.3429151676457638,1.0022750376312086,(0.972112619249468+0.23451451020707845j),(0.972112619249468-0.23451451020707845j),(0.9347824376024586+0j),(1.0697676376540952+0j),(1.000000000000586+1.0238701219520378e-07j),(1.000000000000586-1.0238701219520378e-07j)
221,-0.649641524788586,0.7681687173692832,1.3666100652436204,1.1462855725557703,0.6209797126688128,6.310856568792428,1.305153826588738,1.0022680655150586,(0.9729893001607297+0.23085021501903494j),(0.9729893001607297-0.23085021501903494j),(0.9348790816134029+0j),(1.0696570494108804+0j),(1.0000000000006246+1.1180895262589761e-07j),(1.0000000000006246-1.1180895262589761e-07j)
222,-0.6589497314742757,0.7602794922179911,1.3535854933796414,1.1637142708635952,0.6193309540149767,6.310863714411306,1.2671261460776324,1.0022612478751551,(0.9738463559500825+0.2272075593030486j),(0.9738463559500825-0.2272075593030486j),(0.9349737379475095+0j),(1.069548757796971+0j),(1.0000000000006255+1.1276849575807903e-07j),(1.0000000000006255-1.1276849575807903e-07j)
223,-0.6681572608459515,0.7522807571056395,1.3403225728803283,1.1809687651348602,0.6177126232142168,6.310870689585612,1.2288577070421243,1.0022545816255393,(0.9746841898812425+0.22358606843213577j),(0.9746841898812425-0.22358606843213577j),(0.9350664398936469+0j),(1.0694427233518102+0j),(1.000000000000564+1.5731229953588519e-07j),(1.000000000000564-1.5731229953588519e-07j)
224,-0.6772629421362926,0.7441737804750247,1.326824294864556,1.1980461593665994,0.6161243589344051,6.310877498271175,1.1903741855965309,1.0022480637766331,(0.975503192190778+0.21998527684177482j),(0.975503192190778-0.21998527684177482j),(0.9351572198110827+0j),(1.0693389077366007+0j),(1.0000000000006006+1.6630722379706816e-07j),(1.0000000000006006-1.6630722379706816e-07j)
225,-0.6862656187656507,0.7359598412174616,1.313093660459504,1.214943603065614,0.6145658084503486,6.310884144280872,1.151701336724764,1.002241691432218,(0.9763037405321381+0.21640472782406103j),(0.9763037405321381-0.21640472782406103j),(0.9352461091531367+0j),(1.0692372737056797+0j),(1.0000000000006017+1.6546172172928647e-07j),(1.0000000000006017-1.6546172172928647e-07j)
226,-0.6951641484043862,0.72764022857712,1.2991336810438423,1.231658290782525,0.6130366274593212,6.310890631293137,1.1128649780488127,1.002235461786146,(0.9770862004238821+0.2128439732358971j),(0.9770862004238821-0.2128439732358971j),(0.935333138495475+0j),(1.0691377850712727+0j),(1.0000000000005431+1.4636480923214846e-07j),(1.0000000000005431-1.4636480923214846e-07j)
227,-0.7039574030381007,0.719216242052546,1.2849473784581085,1.2481874616708128,0.6115364799165577,6.310896962856595,1.0738909736754656,1.0022293721196922,(0.9778509256616315+0.2093025732860646j),(0.9778509256616315-0.2093025732860646j),(0.9354183375562883+0j),(1.06904040667755+0j),(1.0000000000005773+1.4801088532497665e-07j),(1.0000000000005773-1.4801088532497665e-07j)
228,-0.7126442690353635,0.7106891912964657,1.270537785195595,1.2645283990772913,0.6100650378726306,6.310903142395182,1.0348052181273837,1.0022234197983622,(0.97859825873746+0.20578009621323923j),(0.97859825873746-0.20578009621323923j),(0.9355017352248716+0j),(1.0689451043662788+0j),(1.0000000000005722+1.4829696283544608e-07j),(1.0000000000005722-1.4829696283544608e-07j)
229,-0.7212236472176071,0.7020603960137812,1.2559079445745631,1.280678430162398,0.6086219813123508,6.310909173213028,0.9956336203615868,1.0022176022693894,(0.9793285312116351+0.20227611810683638j),(0.9793285312116351-0.20227611810683638j),(0.9355833595813844+0j),(1.0688518449517979+0j),(1.0000000000005287+1.5229753170085983e-07j),(1.0000000000005287-1.5229753170085983e-07j)
230,-0.7296944529309713,0.6933311858575579,1.2410609108901276,1.296634925546788,0.6072069979990379,6.310915058498863,0.9564020878786792,1.0022119170590789,(0.9800420640878391+0.19879022264695026j),(0.9800420640878391-0.19879022264695026j),(0.9356632379194161+0j),(1.0687605961930968+0j),(1.0000000000005542+1.5297835882688046e-07j),(1.0000000000005542-1.5297835882688046e-07j)
231,-0.7380556161198372,0.684502900323306,1.2259997495498516,1.3123952989853405,0.6058197833186851,6.310920801330924,0.9171365109263414,1.0022063617704335,(0.9807391681554938+0.1953220009312523j),(0.9807391681554938-0.1953220009312523j),(0.9357413967653324+0j),(1.068671326769542+0j),(1.0000000000004494+1.9078121437379318e-07j),(1.0000000000004494-1.9078121437379318e-07j)
232,-0.746306081401846,0.6755768886408389,1.2107275371861526,1.3279570070606876,0.6044600401366103,6.31092640468017,0.8778627468022826,1.002200934080174,(0.9814201443577718+0.19187105110120492j),(0.9814201443577718-0.19187105110120492j),(0.9358178619068198+0j),(1.0685840062476089+0j),(1.0000000000004734+1.867884612277565e-07j),(1.0000000000004734-1.867884612277565e-07j)
233,-0.7544448081441302,0.6665545096649866,1.1952473617606114,1.34331754890718,0.6031274786423976,6.3109318714156935,0.8386066042580231,1.0021956317371967,(0.9820852840768808+0.1884369783277723j),(0.9820852840768808-0.1884369783277723j),(0.9358926584017637+0j),(1.0684986050669685+0j),(1.0000000000005576+1.457788950501677e-07j),(1.0000000000005576-1.457788950501677e-07j)
234,-0.7624707705405435,0.6574371317633201,1.1795623226401075,1.3584744659459846,0.601821816217919,6.310937204306344,0.7993938280127475,1.0021904525602048,(0.9827348694549995+0.18501939454809255j),(0.9827348694549995-0.18501939454809255j),(0.9359658105994663+0j),(1.0684150945153124+0j),(1.0000000000005391+1.4759609596781823e-07j),(1.0000000000005391-1.4759609596781823e-07j)
235,-0.7703829576899661,0.6482261327031719,1.1636755306698243,1.373425341651722,0.6005427772871103,6.310942406027126,0.7602500833743444,1.0021853944350614,(0.9833691737101984+0.18161791816377726j),(0.9833691737101984-0.18161791816377726j),(0.9360373421662318+0j),(1.0683334466982377+0j),(1.0000000000005067+1.5262653477098803e-07j),(1.0000000000005067-1.5262653477098803e-07j)
236,-0.7781803736750331,0.6389228995356117,1.1475901082195956,1.3881678013277052,0.5992900931883313,6.3109474791606255,0.7212009409808,1.0021804553131697,(0.983988461404137+0.17823217393397195j),(0.983988461404137-0.17823217393397195j),(0.9361072760971512+0j),(1.0682536345236116+0j),(1.0000000000005218+1.5899724445673604e-07j),(1.0000000000005218-1.5899724445673604e-07j)
237,-0.7858620376415507,0.6295288284781027,1.1313091892213802,1.4026995119043064,0.5980635020400162,6.310952426200925,0.6822718616602814,1.0021756332094354,(0.9845929887180982+0.17486179276425765j),(0.9845929887180982-0.17486179276425765j),(0.9361756347341864+0j),(1.0681756316791293+0j),(1.0000000000005005+1.6241639717293435e-07j),(1.0000000000005005-1.6241639717293435e-07j)
238,-0.7934269838781787,0.6200453247949049,1.1148359191890451,1.417018181750611,0.5968627486157769,6.310957249555853,0.6434881814189701,1.0021709262003773,(0.9851830037091125+0.17150641155419133j),(0.9851830037091125-0.17150641155419133j),(0.936242439782728+0j),(1.0680994126125452+0j),(1.000000000000447+2.041721050405494e-07j),(1.000000000000447-2.041721050405494e-07j)
239,-0.8008742618966621,0.6104738026766169,1.0981734552344249,1.4311215605122372,0.5956875842041232,6.310961951553515,0.6048750965521958,1.0021663324220915,(0.9857587465811677+0.1681656728958569j),(0.9857587465811677-0.1681656728958569j),(0.9363077123306696+0j),(1.068024952508075+0j),(1.0000000000004436+1.9947640283380487e-07j),(1.0000000000004436-1.9947640283380487e-07j)
240,-0.8082029365115299,0.6008156851158526,1.0813249660500213,1.445007438942907,0.5945377665086442,6.310966534439913,0.5664576489059958,1.0021618500690148,(0.9863204498904916+0.1648392250932156j),(0.9863204498904916-0.1648392250932156j),(0.9363714728566089+0j),(1.0679522272760245+0j),(1.000000000000444+2.008444523668768e-07j),(1.000000000000444-2.008444523668768e-07j)
241,-0.815412087920383,0.5910724037829291,1.0642936318977176,1.4586736487693506,0.593413059516685,6.310971000384846,0.528260711266169,1.0021574773917306,(0.9868683388037058+0.1615267218408328j),(0.9868683388037058-0.1615267218408328j),(0.9364337412520609+0j),(1.0678812135260132+0j),(1.0000000000003917+2.0615067753757877e-07j),(1.0000000000003917-2.0615067753757877e-07j)
242,-0.8225008117837668,0.5812453988989836,1.04708264457745,1.4721180625612795,0.5923132333851728,6.310975351484094,0.49030897289866004,1.0021532126956267,(0.9874026313081756+0.15822782210289169j),(0.9874026313081756-0.15822782210289169j),(0.9364945368319891+0j),(1.067811888553902+0j),(1.0000000000004101+2.090764136336436e-07j),(1.0000000000004101-2.090764136336436e-07j)
243,-0.8294682193047965,0.5713361191072769,1.029695207383689,1.4853385936130656,0.5912380643302804,6.310979589761557,0.45262692524182047,1.0021490543392826,(0.9879235384229441+0.15494218996649145j),(0.9879235384229441-0.15494218996649145j),(0.9365538783495921+0j),(1.0677442303236568+0j),(1.0000000000004428+2.151222910028587e-07j),(1.0000000000004428-2.151222910028587e-07j)
244,-0.8363134373085122,0.5613460213429751,1.0121345350529616,1.49833319583978,0.5901873345150038,6.310983717172331,0.4152388477525957,1.002145000733154,(0.9884312643998987+0.15166949449015582j),(0.9884312643998987-0.15166949449015582j),(0.9366117840071798+0j),(1.0676782174534902+0j),(1.0000000000003713+2.3662767048044798e-07j),(1.0000000000003713-2.3662767048044798e-07j)
245,-0.8430356083205686,0.5512765707006029,0.994403853694248,1.5110998636764998,0.5891608319523286,6.310987735603298,0.37816879392176617,1.0021410503375543,(0.98892600693167+0.14840940945970468j),(0.98892600693167-0.14840940945970468j),(0.936668271477506+0j),(1.0676138291919377+0j),(1.0000000000004226+2.443120345665714e-07j),(1.0000000000004226-2.443120345665714e-07j)
246,-0.8496338906457586,0.5411292403007882,0.9765064007190069,1.5236366320003212,0.5881583503896917,6.3109916468777385,0.3414405774440272,1.0021372016620376,(0.989407957322928+0.1451616133403778j),(0.989407957322928-0.1451616133403778j),(0.9367233579053862+0j),(1.0675510454133528+0j),(1.0000000000004237+2.1927757457946938e-07j),(1.0000000000004237-2.1927757457946938e-07j)
