Index,Initial x,Initial y,Initial z,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
52,-2.1167436204860675,0.0,0.0,0.0,1.741099920704361,0.0,36.691148904853186,2.395757868629088,740.8815274426822,(-1481.7623800133247+0j),(0.9999999711695562+0.00023977479673602275j),(0.9999999711695562-0.00023977479673602275j),(-0.000674872161660682+0j),(-2.3272309830859275+0j),(-0.4296952074230812+0j)
53,-2.1150729924941927,0.0,0.0,0.0,1.7390417971816947,0.0,36.68833954216517,2.3966006304574945,742.4760702272514,(-1484.951335438906+0j),(0.9999999751302322+0.00022197522924616802j),(0.9999999751302322-0.00022197522924616802j),(-0.0006734226822906471+0j),(-0.43788186310385946+0j),(-2.283720985633327+0j)
54,-2.113405702300854,0.0,0.0,0.0,1.7369795829285088,0.0,36.68553425017669,2.397468510240586,742.1890857402964,(-1484.3773384446545+0j),(0.9999999766468972+0.0002151613997795861j),(0.9999999766468972-0.0002151613997795861j),(-0.0006736830769017829+0j),(-2.2388732826156748+0j),(-0.44665323748483005+0j)
55,-2.107871832935985,0.0,0.0,0.0,1.7300787737338545,0.0,36.67620577284938,2.4005308022607177,729.2748757638748,(-1458.5490659148873+0j),(-0.0006856129101674781+0j),(0.9999999494924571+0.00031750881903850806j),(0.9999999494924571-0.00031750881903850806j),(-2.0795150073761337+0j),(-0.4808813576489708+0j)
56,-2.102373859919968,0.0,0.0,0.0,1.7231424588271516,0.0,36.66689774873463,2.403829269787192,701.1460028234578,(-1402.291292528318+0j),(1.0000906188388459+0j),(0.9999093892167709+0j),(-0.0007131187093558239+0j),(-1.903586127225935+0j),(-0.5253242738513874+0j)
57,-2.0969110063125034,0.0,0.0,0.0,1.716177269325967,0.0,36.6575932625745,2.4073354343014612,661.3338775601264,(-1322.6669872695797+0j),(-0.0007560481970908554+0j),(0.9999993683866031+0.0011237976039765198j),(0.9999993683866031-0.0011237976039765198j),(-1.706374096161979+0j),(-0.5860379633326664+0j)
58,-2.0914826183065838,0.0,0.0,0.0,1.7091890831834624,0.0,36.64827707062824,2.4110242616094713,612.7420032281542,(-1225.4831904516436+0j),(-0.0008160046649210721+0j),(0.9999999909283257+0.00013342196899412904j),(0.9999999909283257-0.00013342196899412904j),(-1.473361326657698+0j),(-0.6787201359946631+0j)
59,-2.086088158465897,0.0,0.0,0.0,1.7021831602663877,0.0,36.63893536904722,2.414873618911599,557.7388316665642,(-1115.476739646394+0j),(-0.0008964776584446495+0j),(1.0001149070825093+0j),(0.9998851058155169+0j),(-1.099209575289572+0j),(-0.9097446223891672+0j)
60,-2.0807271985103326,0.0,0.0,0.0,1.6951642492518186,0.0,36.629555604332815,2.418863836650105,498.26337801203164,(-996.5257525377033+0j),(-0.0010034863778816566+0j),(1.0000634452265034+0j),(0.9999365586091097+0j),(-0.9319690291748786+0.362537899615053j),(-0.9319690291748786-0.362537899615053j)
61,-2.0753994120008366,0.0,0.0,0.0,1.6881366729857357,0.0,36.62012631745976,2.422977351576491,435.8873606550211,(-871.7735557809086+0j),(-0.0011470868463649656+0j),(0.9999975685205438+0.0022051321283781426j),(0.9999975685205438-0.0022051321283781426j),(-0.8589136632345842+0.5121204146558482j),(-0.8589136632345842-0.5121204146558482j)
